idd_pol_policy,idd_cus_customer,idd_prd_product,d_cov_start,d_cov_end,amt_written_premium,cov_days_total,cov_days_elapsed,amt_earned_premium
P-2023-002783,100848,3c66679311c1abec9d9192d01ce26f07,2023-11-14,2024-04-21,483.7,160.0,160,483.7
P-2023-002793,100947,7f89c4cd954b7f708ce420be328cebb4,2023-07-19,2024-05-16,150.01,303.0,303,150.01
P-2023-002857,100548,3c66679311c1abec9d9192d01ce26f07,2023-06-03,2024-03-02,209.45,274.0,274,209.45
P-2023-002901,100972,ee203b1703de1595784024279eff985b,2023-01-11,2023-11-02,136.53,296.0,296,136.53
P-2023-002915,100391,a2a38920c9919e09c8703d8892080502,2023-09-19,2024-12-29,16.57,468.0,468,16.57
P-2023-002945,100698,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-03-11,2024-07-07,823.19,485.0,485,823.19
P-2023-002988,100028,7f89c4cd954b7f708ce420be328cebb4,2023-08-26,2024-12-22,142.3,485.0,485,142.3
P-2024-000028,100812,3ef69f90a5178021fa2875bdb7700d8e,2024-08-02,2025-04-23,98.07,265.0,265,98.07
P-2024-000057,100950,eb1f8989a62d585d97875883da198e51,2024-08-25,2025-07-06,73.68,316.0,316,73.68
P-2024-000095,100972,dcfcf92bb54103cb27c8801b1960989c,2024-11-02,2026-01-19,651.11,444.0,303,444.34
P-2024-000251,100392,3ef69f90a5178021fa2875bdb7700d8e,2024-05-30,2025-04-25,123.78,331.0,331,123.78
P-2024-000296,100929,a2a38920c9919e09c8703d8892080502,2024-09-05,2025-11-13,31.85,435.0,361,26.43
P-2024-000323,100846,3ef69f90a5178021fa2875bdb7700d8e,2024-07-13,2025-09-30,98.92,445.0,415,92.25
P-2024-000446,100046,19bd7beafce7eb141e672aec8fe7d7c3,2024-02-19,2025-02-22,307.7,370.0,370,307.7
P-2024-000474,100877,a2a38920c9919e09c8703d8892080502,2024-05-12,2025-01-24,51.05,258.0,258,51.05
P-2024-000505,100085,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-05-06,2025-02-14,866.65,285.0,285,866.65
P-2024-000522,100902,3c66679311c1abec9d9192d01ce26f07,2024-07-27,2025-09-27,268.98,428.0,401,252.01
P-2024-000553,100315,ee203b1703de1595784024279eff985b,2024-11-01,2025-10-13,140.11,347.0,304,122.75
P-2024-000631,100274,7f89c4cd954b7f708ce420be328cebb4,2024-12-21,2025-12-13,69.16,358.0,254,49.07
P-2024-000662,100143,ee203b1703de1595784024279eff985b,2024-03-18,2025-01-20,253.7,309.0,309,253.7
P-2024-000725,100475,ee203b1703de1595784024279eff985b,2024-08-05,2025-06-30,196.87,330.0,330,196.87
P-2024-000760,100043,a2a38920c9919e09c8703d8892080502,2024-04-18,2024-12-13,15.32,240.0,240,15.32
P-2024-000787,100781,ee203b1703de1595784024279eff985b,2024-05-08,2025-02-03,291.97,272.0,272,291.97
P-2024-000790,100008,7f89c4cd954b7f708ce420be328cebb4,2024-11-19,2025-11-27,59.15,374.0,286,45.23
P-2024-000948,100723,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-07-28,2025-08-22,738.95,391.0,391,738.95
P-2024-001009,100476,19bd7beafce7eb141e672aec8fe7d7c3,2024-05-14,2025-07-27,138.13,440.0,440,138.13
P-2024-001016,100258,dcfcf92bb54103cb27c8801b1960989c,2024-03-16,2024-10-09,288.31,208.0,208,288.31
P-2024-001039,100014,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-02-23,2025-05-14,722.87,447.0,447,722.87
P-2024-001079,100534,7f89c4cd954b7f708ce420be328cebb4,2024-10-14,2025-07-20,65.74,280.0,280,65.74
P-2024-001115,100361,3c66679311c1abec9d9192d01ce26f07,2024-02-29,2024-08-24,529.83,178.0,178,529.83
P-2024-001167,100369,7f89c4cd954b7f708ce420be328cebb4,2024-11-20,2025-10-16,169.69,331.0,285,146.11
P-2024-001195,100651,dcfcf92bb54103cb27c8801b1960989c,2024-08-30,2025-05-14,417.9,258.0,258,417.9
P-2024-001208,100158,ee203b1703de1595784024279eff985b,2024-05-15,2024-08-22,135.81,100.0,100,135.81
P-2024-001277,100993,3ef69f90a5178021fa2875bdb7700d8e,2024-09-26,2025-02-23,130.06,151.0,151,130.06
P-2024-001310,100391,19bd7beafce7eb141e672aec8fe7d7c3,2024-12-15,2025-12-12,257.35,363.0,260,184.33
P-2024-001365,100106,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-12-28,2026-01-09,259.08,378.0,247,169.29
P-2024-001378,100252,19bd7beafce7eb141e672aec8fe7d7c3,2024-11-11,2025-07-19,262.94,251.0,251,262.94
P-2024-001462,100441,ee203b1703de1595784024279eff985b,2024-01-18,2025-08-14,153.4,575.0,575,153.4
P-2024-001465,100309,ee203b1703de1595784024279eff985b,2024-01-16,2025-01-30,145.77,381.0,381,145.77
P-2024-001471,100559,ee203b1703de1595784024279eff985b,2024-04-12,2025-04-21,164.63,375.0,375,164.63
P-2024-001507,100412,3c66679311c1abec9d9192d01ce26f07,2024-01-06,2024-09-19,438.66,258.0,258,438.66
P-2024-001514,100068,19bd7beafce7eb141e672aec8fe7d7c3,2024-04-03,2024-11-21,321.25,233.0,233,321.25
P-2024-001516,100474,ee203b1703de1595784024279eff985b,2024-12-05,2025-12-14,102.71,375.0,270,73.95
P-2024-001572,100487,a2a38920c9919e09c8703d8892080502,2024-03-05,2024-11-09,57.22,250.0,250,57.22
P-2024-001623,100370,7f89c4cd954b7f708ce420be328cebb4,2024-12-17,2026-02-17,45.87,428.0,258,27.65
P-2024-001641,100386,dcfcf92bb54103cb27c8801b1960989c,2024-07-07,2025-08-20,338.75,410.0,410,338.75
P-2024-001713,100659,eb1f8989a62d585d97875883da198e51,2024-06-06,2025-06-29,56.55,389.0,389,56.55
P-2024-001749,100992,7f89c4cd954b7f708ce420be328cebb4,2024-08-08,2025-07-22,85.51,349.0,349,85.51
P-2024-001753,100876,7f89c4cd954b7f708ce420be328cebb4,2024-10-18,2025-07-22,96.56,278.0,278,96.56
P-2024-001754,100014,eb1f8989a62d585d97875883da198e51,2024-08-30,2026-03-02,129.89,550.0,367,86.67
P-2024-001821,100392,ee203b1703de1595784024279eff985b,2024-09-21,2025-07-10,183.94,293.0,293,183.94
P-2024-001846,100278,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-10-16,2026-01-08,951.42,450.0,320,676.57
P-2024-001897,100626,19bd7beafce7eb141e672aec8fe7d7c3,2024-06-23,2025-06-09,83.64,352.0,352,83.64
P-2024-001999,100762,eb1f8989a62d585d97875883da198e51,2024-09-27,2025-09-06,58.71,345.0,339,57.69
P-2024-002006,100712,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-12-19,2025-09-18,609.34,274.0,256,569.31
P-2024-002067,100245,dcfcf92bb54103cb27c8801b1960989c,2024-04-06,2025-05-01,189.66,391.0,391,189.66
P-2024-002096,100310,eb1f8989a62d585d97875883da198e51,2024-03-31,2025-03-21,150.06,356.0,356,150.06
P-2024-002098,100393,19bd7beafce7eb141e672aec8fe7d7c3,2024-05-16,2025-02-07,141.98,268.0,268,141.98
P-2024-002110,100635,3ef69f90a5178021fa2875bdb7700d8e,2024-05-22,2025-01-24,112.8,248.0,248,112.8
P-2024-002112,100250,19bd7beafce7eb141e672aec8fe7d7c3,2024-12-18,2026-02-01,432.82,411.0,257,270.64
P-2024-002116,100397,eb1f8989a62d585d97875883da198e51,2024-05-07,2025-06-05,37.94,395.0,395,37.94
P-2024-002248,100530,a2a38920c9919e09c8703d8892080502,2024-01-03,2025-04-21,54.95,475.0,475,54.95
P-2024-002252,100110,19bd7beafce7eb141e672aec8fe7d7c3,2024-05-13,2025-01-04,132.6,237.0,237,132.6
P-2024-002283,100478,3ef69f90a5178021fa2875bdb7700d8e,2024-08-24,2025-06-18,137.43,299.0,299,137.43
P-2024-002284,100205,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-10-25,2025-11-02,304.74,374.0,311,253.41
P-2024-002319,100185,eb1f8989a62d585d97875883da198e51,2024-02-22,2025-02-13,25.61,358.0,358,25.61
P-2024-002321,100655,ee203b1703de1595784024279eff985b,2024-02-15,2025-07-03,87.71,505.0,505,87.71
P-2024-002327,100196,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-03-04,2025-01-26,1359.91,329.0,329,1359.91
P-2024-002334,100000,ee203b1703de1595784024279eff985b,2024-06-27,2025-06-04,219.5,343.0,343,219.5
P-2024-002355,100089,ee203b1703de1595784024279eff985b,2024-11-28,2025-07-21,189.58,236.0,236,189.58
P-2024-002378,100817,19bd7beafce7eb141e672aec8fe7d7c3,2024-10-30,2025-10-18,306.71,354.0,306,265.12
P-2024-002382,100354,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-02-08,2025-06-24,319.38,503.0,503,319.38
P-2024-002416,100237,eb1f8989a62d585d97875883da198e51,2024-05-08,2025-11-03,99.4,545.0,481,87.73
P-2024-002465,100050,a2a38920c9919e09c8703d8892080502,2024-11-07,2025-08-24,34.25,291.0,291,34.25
P-2024-002483,100548,ee203b1703de1595784024279eff985b,2024-05-27,2025-08-08,152.8,439.0,439,152.8
P-2024-002534,100326,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-06-22,2025-07-26,715.88,400.0,400,715.88
P-2024-002547,100849,3ef69f90a5178021fa2875bdb7700d8e,2024-01-28,2025-02-15,143.04,385.0,385,143.04
P-2024-002615,100015,7f89c4cd954b7f708ce420be328cebb4,2024-05-25,2025-03-12,94.05,292.0,292,94.05
P-2024-002739,100830,3c66679311c1abec9d9192d01ce26f07,2024-10-25,2025-09-30,463.2,341.0,311,422.45
P-2024-002759,100218,3c66679311c1abec9d9192d01ce26f07,2024-05-04,2025-06-04,341.05,397.0,397,341.05
P-2024-002773,100036,3c66679311c1abec9d9192d01ce26f07,2024-07-13,2025-03-08,367.42,239.0,239,367.42
P-2024-002798,100341,ee203b1703de1595784024279eff985b,2024-01-24,2025-01-09,220.78,352.0,352,220.78
P-2024-002949,100209,dcfcf92bb54103cb27c8801b1960989c,2024-03-27,2024-09-08,462.06,166.0,166,462.06
P-2024-002961,100201,eb1f8989a62d585d97875883da198e51,2024-03-18,2025-06-10,27.95,450.0,450,27.95
P-2025-000062,100517,7f89c4cd954b7f708ce420be328cebb4,2025-01-22,2026-02-20,94.76,395.0,222,53.26
P-2025-000167,100650,ee203b1703de1595784024279eff985b,2025-01-01,2026-02-07,134.57,403.0,243,81.14
P-2025-000236,100638,dcfcf92bb54103cb27c8801b1960989c,2025-04-24,2026-03-04,363.19,315.0,130,149.89
P-2025-000448,100617,a2a38920c9919e09c8703d8892080502,2025-04-20,2026-05-20,45.92,396.0,134,15.54
P-2025-000772,100217,dcfcf92bb54103cb27c8801b1960989c,2025-02-16,2026-06-02,472.64,472.0,197,197.27
P-2025-000809,100890,ee203b1703de1595784024279eff985b,2025-03-14,2026-04-24,250.32,407.0,171,105.17
P-2025-000825,100021,3ef69f90a5178021fa2875bdb7700d8e,2025-02-05,2026-04-13,104.24,433.0,208,50.07
P-2025-000865,100435,a2a38920c9919e09c8703d8892080502,2025-03-26,2026-02-05,16.79,317.0,159,8.42
P-2025-000872,100939,7f89c4cd954b7f708ce420be328cebb4,2025-03-22,2026-03-14,82.32,358.0,163,37.48
P-2025-000935,100033,eb1f8989a62d585d97875883da198e51,2025-03-14,2025-11-06,26.08,238.0,171,18.74
P-2025-000951,100473,dcfcf92bb54103cb27c8801b1960989c,2025-02-09,2025-08-07,553.46,180.0,180,553.46
P-2025-001062,100975,a2a38920c9919e09c8703d8892080502,2025-03-10,2026-10-28,32.63,598.0,175,9.55
P-2025-001077,100839,dcfcf92bb54103cb27c8801b1960989c,2025-03-19,2026-03-04,174.64,351.0,166,82.59
P-2025-001182,100101,19bd7beafce7eb141e672aec8fe7d7c3,2025-02-12,2025-09-05,109.93,206.0,201,107.26
P-2025-001334,100181,ee203b1703de1595784024279eff985b,2025-02-21,2026-06-05,337.67,470.0,192,137.94
P-2025-001603,100240,eb1f8989a62d585d97875883da198e51,2025-01-07,2025-11-05,49.35,303.0,237,38.6
P-2025-001748,100915,3c66679311c1abec9d9192d01ce26f07,2025-01-12,2025-12-27,173.99,350.0,232,115.33
P-2025-001766,100720,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-29,2026-05-04,511.19,461.0,215,238.41
P-2025-002131,100032,eb1f8989a62d585d97875883da198e51,2025-01-19,2026-07-12,172.8,540.0,225,72.0
P-2025-002293,100292,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-13,2026-04-12,877.22,455.0,231,445.36
P-2025-002348,100934,ee203b1703de1595784024279eff985b,2025-01-03,2025-09-27,299.55,268.0,241,269.37
P-2025-002479,100770,7f89c4cd954b7f708ce420be328cebb4,2025-05-21,2026-08-06,91.34,443.0,103,21.24
P-2025-002651,100896,3c66679311c1abec9d9192d01ce26f07,2025-03-18,2025-11-08,143.23,236.0,167,101.35
P-2025-002707,100402,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-02-18,2026-04-30,751.96,437.0,195,335.54
P-2025-002722,100909,dcfcf92bb54103cb27c8801b1960989c,2025-02-20,2026-03-13,404.35,387.0,193,201.65
P-2025-002742,100117,3ef69f90a5178021fa2875bdb7700d8e,2025-02-22,2026-05-20,74.5,453.0,191,31.41
P-2025-002944,100995,3c66679311c1abec9d9192d01ce26f07,2025-02-28,2026-04-06,548.79,403.0,185,251.93
P-2025-002963,100831,dcfcf92bb54103cb27c8801b1960989c,2025-05-11,2026-09-09,466.27,487.0,113,108.19
P-2025-002977,100530,ee203b1703de1595784024279eff985b,2025-05-15,2026-08-23,158.81,466.0,109,37.15
P-2023-000001,100596,3ef69f90a5178021fa2875bdb7700d8e,2023-04-24,2024-04-27,83.78,370.0,370,83.78
P-2023-000032,100770,19bd7beafce7eb141e672aec8fe7d7c3,2023-09-24,2024-09-12,98.86,355.0,355,98.86
P-2023-000034,100034,19bd7beafce7eb141e672aec8fe7d7c3,2023-12-23,2024-12-18,194.07,362.0,362,194.07
P-2023-000054,100586,ee203b1703de1595784024279eff985b,2023-06-10,2024-10-03,255.66,482.0,482,255.66
P-2023-000086,100305,eb1f8989a62d585d97875883da198e51,2023-05-14,2024-02-13,149.74,276.0,276,149.74
P-2023-000089,100616,eb1f8989a62d585d97875883da198e51,2023-06-01,2024-03-20,225.74,294.0,294,225.74
P-2023-000097,100617,7f89c4cd954b7f708ce420be328cebb4,2023-01-07,2023-08-07,108.53,213.0,213,108.53
P-2023-000149,100780,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-15,2024-05-31,928.93,503.0,503,928.93
P-2023-000151,100379,3ef69f90a5178021fa2875bdb7700d8e,2023-12-22,2025-02-17,118.34,424.0,424,118.34
P-2023-000194,100039,3c66679311c1abec9d9192d01ce26f07,2023-04-18,2023-11-23,256.44,220.0,220,256.44
P-2023-000309,100411,ee203b1703de1595784024279eff985b,2023-02-28,2024-02-13,164.33,351.0,351,164.33
P-2023-000378,100614,19bd7beafce7eb141e672aec8fe7d7c3,2023-06-29,2024-08-09,187.4,408.0,408,187.4
P-2023-000379,100028,7f89c4cd954b7f708ce420be328cebb4,2023-07-11,2024-03-26,65.31,260.0,260,65.31
P-2023-000403,100716,ee203b1703de1595784024279eff985b,2023-07-22,2024-09-11,153.45,418.0,418,153.45
P-2023-000418,100689,ee203b1703de1595784024279eff985b,2023-05-22,2024-02-02,119.3,257.0,257,119.3
P-2023-000465,100622,7f89c4cd954b7f708ce420be328cebb4,2023-05-23,2024-06-03,143.39,378.0,378,143.39
P-2023-000606,100329,ee203b1703de1595784024279eff985b,2023-03-26,2024-07-24,91.78,487.0,487,91.78
P-2023-000634,100142,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-12-21,2025-05-05,702.12,502.0,502,702.12
P-2023-000660,100208,7f89c4cd954b7f708ce420be328cebb4,2023-12-09,2025-03-12,88.25,460.0,460,88.25
P-2023-000663,100697,eb1f8989a62d585d97875883da198e51,2023-10-20,2024-09-19,59.25,336.0,336,59.25
P-2023-000687,100117,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-05-20,2024-06-17,1033.34,395.0,395,1033.34
P-2023-000709,100164,ee203b1703de1595784024279eff985b,2023-03-18,2024-03-28,155.16,377.0,377,155.16
P-2023-000718,100068,ee203b1703de1595784024279eff985b,2023-06-13,2024-06-17,231.3,371.0,371,231.3
P-2023-000745,100234,eb1f8989a62d585d97875883da198e51,2023-08-18,2024-10-15,34.55,425.0,425,34.55
P-2023-000799,100143,dcfcf92bb54103cb27c8801b1960989c,2023-11-14,2024-09-17,445.74,309.0,309,445.74
P-2023-000917,100883,3c66679311c1abec9d9192d01ce26f07,2023-06-20,2024-07-21,391.01,398.0,398,391.01
P-2023-000923,100041,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-07-15,2024-04-17,1286.56,278.0,278,1286.56
P-2023-000965,100646,19bd7beafce7eb141e672aec8fe7d7c3,2023-01-19,2023-12-16,283.4,332.0,332,283.4
P-2023-000969,100565,ee203b1703de1595784024279eff985b,2023-07-09,2024-05-07,262.21,304.0,304,262.21
P-2023-000977,100169,3c66679311c1abec9d9192d01ce26f07,2023-11-08,2024-10-20,790.19,348.0,348,790.19
P-2023-001019,100340,dcfcf92bb54103cb27c8801b1960989c,2023-10-07,2024-09-24,619.41,354.0,354,619.41
P-2023-001152,100061,dcfcf92bb54103cb27c8801b1960989c,2023-10-15,2025-02-09,257.22,484.0,484,257.22
P-2023-001160,100406,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-06-16,2024-04-17,449.12,307.0,307,449.12
P-2023-001181,100761,dcfcf92bb54103cb27c8801b1960989c,2023-02-16,2024-01-09,409.46,328.0,328,409.46
P-2023-001190,100061,7f89c4cd954b7f708ce420be328cebb4,2023-02-25,2024-02-08,77.75,349.0,349,77.75
P-2023-001271,100765,3c66679311c1abec9d9192d01ce26f07,2023-09-22,2024-08-14,75.82,328.0,328,75.82
P-2023-001313,100506,dcfcf92bb54103cb27c8801b1960989c,2023-03-17,2024-07-01,185.17,473.0,473,185.17
P-2023-001314,100425,a2a38920c9919e09c8703d8892080502,2023-04-20,2024-07-14,46.59,452.0,452,46.59
P-2023-001388,100316,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-12-21,2024-09-16,335.26,271.0,271,335.26
P-2023-001403,100752,dcfcf92bb54103cb27c8801b1960989c,2023-02-13,2024-02-19,447.54,372.0,372,447.54
P-2023-001464,100694,19bd7beafce7eb141e672aec8fe7d7c3,2023-08-10,2024-05-21,174.77,286.0,286,174.77
P-2023-001529,100651,dcfcf92bb54103cb27c8801b1960989c,2023-11-09,2025-03-18,536.46,496.0,496,536.46
P-2023-001555,100248,3ef69f90a5178021fa2875bdb7700d8e,2023-05-07,2024-09-24,86.63,507.0,507,86.63
P-2023-001556,100046,ee203b1703de1595784024279eff985b,2023-09-18,2024-08-21,105.67,339.0,339,105.67
P-2023-001615,100157,a2a38920c9919e09c8703d8892080502,2023-12-04,2025-02-18,41.62,443.0,443,41.62
P-2023-001679,100270,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-11-01,2024-07-10,750.91,253.0,253,750.91
P-2023-001680,100493,dcfcf92bb54103cb27c8801b1960989c,2023-01-20,2024-01-27,536.67,373.0,373,536.67
P-2023-001783,100880,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-01,2024-02-22,812.18,418.0,418,812.18
P-2023-001795,100622,3c66679311c1abec9d9192d01ce26f07,2023-10-27,2024-12-12,118.08,413.0,413,118.08
P-2023-001810,100781,dcfcf92bb54103cb27c8801b1960989c,2023-08-10,2024-02-06,640.07,181.0,181,640.07
P-2023-001818,100933,ee203b1703de1595784024279eff985b,2023-05-12,2024-05-18,115.18,373.0,373,115.18
P-2023-001822,100170,ee203b1703de1595784024279eff985b,2023-01-12,2023-12-04,89.89,327.0,327,89.89
P-2023-001859,100228,ee203b1703de1595784024279eff985b,2023-10-21,2024-11-19,212.95,396.0,396,212.95
P-2023-001862,100720,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-28,2024-03-18,911.12,416.0,416,911.12
P-2023-001895,100913,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-07-26,2024-05-01,1250.99,281.0,281,1250.99
P-2023-001917,100774,dcfcf92bb54103cb27c8801b1960989c,2023-05-10,2024-03-10,242.72,306.0,306,242.72
P-2023-001918,100046,dcfcf92bb54103cb27c8801b1960989c,2023-01-15,2023-10-09,338.48,268.0,268,338.48
P-2023-001924,100084,3c66679311c1abec9d9192d01ce26f07,2023-06-09,2024-06-19,615.17,377.0,377,615.17
P-2023-001958,100254,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-08-06,2024-12-05,554.3,488.0,488,554.3
P-2023-002034,100312,dcfcf92bb54103cb27c8801b1960989c,2023-01-23,2023-08-27,400.34,217.0,217,400.34
P-2023-002053,100343,3ef69f90a5178021fa2875bdb7700d8e,2023-01-25,2023-11-25,64.18,305.0,305,64.18
P-2023-002071,100396,ee203b1703de1595784024279eff985b,2023-06-16,2024-12-15,164.05,549.0,549,164.05
P-2023-002080,100629,ee203b1703de1595784024279eff985b,2023-09-04,2024-05-22,425.05,262.0,262,425.05
P-2023-002134,100948,3c66679311c1abec9d9192d01ce26f07,2023-04-04,2024-03-20,541.0,352.0,352,541.0
P-2023-002160,100562,eb1f8989a62d585d97875883da198e51,2023-01-05,2023-12-09,43.36,339.0,339,43.36
P-2023-002183,100963,a2a38920c9919e09c8703d8892080502,2023-03-05,2024-04-20,34.31,413.0,413,34.31
P-2023-002210,100999,ee203b1703de1595784024279eff985b,2023-07-17,2024-11-03,403.39,476.0,476,403.39
P-2023-002220,100504,3ef69f90a5178021fa2875bdb7700d8e,2023-06-28,2024-09-28,134.55,459.0,459,134.55
P-2023-002254,100932,ee203b1703de1595784024279eff985b,2023-11-01,2024-10-05,252.72,340.0,340,252.72
P-2023-002345,100948,ee203b1703de1595784024279eff985b,2023-08-22,2024-08-12,257.35,357.0,357,257.35
P-2023-002406,100419,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-12-27,2024-12-31,353.15,371.0,371,353.15
P-2023-002460,100290,3c66679311c1abec9d9192d01ce26f07,2023-07-17,2024-08-07,238.53,388.0,388,238.53
P-2023-002523,100670,19bd7beafce7eb141e672aec8fe7d7c3,2023-01-17,2024-02-04,180.7,384.0,384,180.7
P-2023-002577,100370,3c66679311c1abec9d9192d01ce26f07,2023-05-09,2024-05-09,668.54,367.0,367,668.54
P-2023-002600,100270,a2a38920c9919e09c8703d8892080502,2023-08-16,2024-10-07,38.94,419.0,419,38.94
P-2023-002633,100467,eb1f8989a62d585d97875883da198e51,2023-12-16,2024-11-15,47.0,336.0,336,47.0
P-2023-002693,100035,3c66679311c1abec9d9192d01ce26f07,2023-11-03,2024-07-13,285.84,254.0,254,285.84
P-2023-002753,100064,eb1f8989a62d585d97875883da198e51,2023-08-22,2024-08-06,129.32,351.0,351,129.32
P-2023-002822,100965,ee203b1703de1595784024279eff985b,2023-08-25,2024-09-07,158.17,380.0,380,158.17
P-2023-002880,100497,3ef69f90a5178021fa2875bdb7700d8e,2023-08-14,2024-11-01,111.43,446.0,446,111.43
P-2023-002920,100307,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-05-31,2024-07-15,406.43,412.0,412,406.43
P-2023-002930,100887,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-03-06,2024-06-04,608.09,457.0,457,608.09
P-2023-002978,100270,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-03-30,2024-09-08,596.1,529.0,529,596.1
P-2024-000053,100105,19bd7beafce7eb141e672aec8fe7d7c3,2024-10-31,2025-08-18,378.22,292.0,292,378.22
P-2024-000093,100081,dcfcf92bb54103cb27c8801b1960989c,2024-05-29,2025-06-09,356.54,377.0,377,356.54
P-2024-000101,100064,7f89c4cd954b7f708ce420be328cebb4,2024-08-26,2025-04-27,95.44,245.0,245,95.44
P-2024-000132,100953,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-10-05,2025-11-02,1244.45,394.0,331,1045.46
P-2024-000143,100265,dcfcf92bb54103cb27c8801b1960989c,2024-04-13,2025-03-29,298.62,351.0,351,298.62
P-2024-000267,100687,a2a38920c9919e09c8703d8892080502,2024-01-23,2024-10-11,20.96,263.0,263,20.96
P-2024-000343,100156,3c66679311c1abec9d9192d01ce26f07,2024-05-11,2025-01-25,640.47,260.0,260,640.47
P-2024-000347,100051,ee203b1703de1595784024279eff985b,2024-07-10,2025-07-10,266.78,366.0,366,266.78
P-2024-000517,100949,3ef69f90a5178021fa2875bdb7700d8e,2024-09-08,2025-11-22,144.06,441.0,358,116.95
P-2024-000519,100943,dcfcf92bb54103cb27c8801b1960989c,2024-11-24,2025-10-26,454.1,337.0,281,378.64
P-2024-000558,100620,eb1f8989a62d585d97875883da198e51,2024-02-05,2025-04-18,74.24,439.0,439,74.24
P-2024-000592,100768,a2a38920c9919e09c8703d8892080502,2024-08-17,2025-10-11,5.47,421.0,380,4.94
P-2024-000605,100431,ee203b1703de1595784024279eff985b,2024-09-10,2025-08-11,289.96,336.0,336,289.96
P-2024-000628,100435,3ef69f90a5178021fa2875bdb7700d8e,2024-06-29,2025-12-25,156.96,545.0,429,123.55
P-2024-000630,100409,eb1f8989a62d585d97875883da198e51,2024-11-25,2025-09-29,52.27,309.0,280,47.36
P-2024-000664,100463,dcfcf92bb54103cb27c8801b1960989c,2024-03-25,2025-02-12,458.82,325.0,325,458.82
P-2024-000752,100831,eb1f8989a62d585d97875883da198e51,2024-05-17,2025-03-26,44.5,314.0,314,44.5
P-2024-000761,100054,3ef69f90a5178021fa2875bdb7700d8e,2024-05-30,2025-07-15,140.76,412.0,412,140.76
P-2024-000767,100919,a2a38920c9919e09c8703d8892080502,2024-12-23,2026-01-30,48.77,404.0,252,30.42
P-2024-000774,100217,ee203b1703de1595784024279eff985b,2024-06-02,2026-02-17,205.46,626.0,456,149.66
P-2024-000893,100660,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-05-19,2025-02-24,354.96,282.0,282,354.96
P-2024-000898,100771,3ef69f90a5178021fa2875bdb7700d8e,2024-05-21,2025-04-21,155.11,336.0,336,155.11
P-2024-000946,100546,ee203b1703de1595784024279eff985b,2024-03-03,2025-07-07,145.57,492.0,492,145.57
P-2024-001020,100038,ee203b1703de1595784024279eff985b,2024-04-12,2024-12-31,125.12,264.0,264,125.12
P-2024-001053,100223,ee203b1703de1595784024279eff985b,2024-09-23,2025-06-29,120.53,280.0,280,120.53
P-2024-001106,100253,a2a38920c9919e09c8703d8892080502,2024-07-14,2025-05-22,31.51,313.0,313,31.51
